,Label1,Label2,Count_normalized
1750,MacB-like periplasmic core domain,TrkA-C domain,2.77
17461,Transposase DDE domain,Transposase domain (DUF772),2.4
7226,Transposase,zinc-finger of transposase IS204/IS1001/IS1096/IS1165,2.77
10936,IS66 C-terminal element,zinc-finger of transposase IS204/IS1001/IS1096/IS1165,2.48
611,Fic/DOC family,Jag N-terminus,2.83
530,Bacterial Ig domain,Prealbumin-like fold domain,3.53
513,Integrase core domain,Putative transposase DNA-binding domain,3.71
11692,Calx-beta domain,Leucine rich repeat,3.18
3203,AAA+ lid domain,ATPase family associated with various cellular activities (AAA),2.83
3962,Domain of unknown function (DUF4118),PAS domain,3.74
562,"CRISPR-associated endonuclease Cas9, C-terminal domain",PAM-interacting domain of CRISPR-associated endonuclease Cas9,3.56
1749,FtsX-like permease family,TrkA-C domain,2.77
15190,Cas6b N-terminal domain,"RNA polymerase Rpb1, domain 1",2.64
15187,Cas6b N-terminal domain,"RNA polymerase Rpb1, domain 4",2.64
15186,Cas6b C-terminal domain,"RNA polymerase Rpb1, domain 3",2.64
15191,Cas6b N-terminal domain,"RNA polymerase Rpb1, domain 3",2.64
15182,Cas6b C-terminal domain,"RNA polymerase Rpb1, domain 4",2.64
15185,Cas6b C-terminal domain,"RNA polymerase Rpb1, domain 1",2.64
2439,DDE superfamily endonuclease,Transposase domain (DUF772),2.3
5975,"CRISPR-associated nuclease/helicase Cas3, I-F/YPEST, Cas2 domain","Cas3, HD domain",3.66
7244,Extended Signal Peptide of Type V secretion system,S-layer homology domain,3.43
7604,BED zinc finger,Tetratricopeptide repeat,3.0
7821,"DNA polymerase III beta subunit, central domain",NUDIX domain,3.04
7822,"DNA polymerase III beta subunit, C-terminal domain",NUDIX domain,3.04
18055,Zinc knuckle,gag-polypeptide of LTR copia-type,2.3
6035,Helix-turn-helix domain of transposase family ISL3,Transposase C of IS166 homeodomain,2.4
7676,S-layer homology domain,YadA head domain repeat (2 copies),3.37
4189,Helix-hairpin-helix containing domain,UvrD-like helicase C-terminal domain,2.89
126,Bacterial Ig-like domain (group 2),Secretion system C-terminal sorting domain,3.85
4269,4Fe-4S single cluster domain,HipA-like C-terminal domain,3.0
4268,4Fe-4S single cluster domain,HipA N-terminal domain,3.0
540,Collagen binding domain,Prealbumin-like fold domain,2.89
670,Choline-binding repeat,Two component regulator propeller,3.33
6135,Helix-turn-helix domain,Integrase core domain,3.83
14359,Domain of unknown function (DUF1887),RNA 3'-terminal phosphate cyclase,2.3
14358,Domain of unknown function (DUF1887),"RNA 3'-terminal phosphate cyclase (RTC), insert domain",2.3
1401,Putative ATP-dependent DNA helicase recG C-terminal,TnsA endonuclease C terminal,2.77
1414,Putative ATP-dependent DNA helicase recG C-terminal,TnsA-like endonuclease N terminal,2.77
1741,Predicted Permease Membrane Region,TrkA-C domain,2.48
7662,Cache domain,ParB/Sulfiredoxin domain,3.93
694,D5 N terminal like,Family of unknown function (DUF5906),3.22
10153,Cation efflux family,Methyl-accepting chemotaxis protein (MCP) signalling domain,3.0
10159,Dimerisation domain of Zinc Transporter,Methyl-accepting chemotaxis protein (MCP) signalling domain,3.0
4009,"Bacterial regulatory proteins, lacI family",S-adenosylmethionine decarboxylase,2.4
3629,"Iron dependent repressor, N-terminal DNA binding domain",Tetratricopeptide repeat,3.0
3628,"Iron dependent repressor, metal binding and dimerisation domain",Tetratricopeptide repeat,3.0
8583,BspA type Leucine rich repeat region (6 copies),"Copper binding proteins, plastocyanin/azurin family",3.18
6335,PapC N-terminal domain,TonB dependent receptor,2.4
10935,Helix-turn-helix domain of transposase family ISL3,IS66 C-terminal element,2.4
5951,Autotransporter beta-domain,Passenger-associated-transport-repeat,2.83
6037,Transposase C of IS166 homeodomain,zinc-finger of transposase IS204/IS1001/IS1096/IS1165,2.4
2694,DnaB-like helicase C terminal domain,UvrD-like helicase C-terminal domain,3.3
4003,Periplasmic binding protein-like domain,S-adenosylmethionine decarboxylase,2.3
4263,Acetyltransferase (GNAT) domain,Radical SAM superfamily,2.83
116,Bacterial Ig-like domain (group 2),BspA type Leucine rich repeat region (6 copies),3.99
5236,FCD domain,MgtE intracellular N domain,2.3
2440,DDE superfamily endonuclease,Transposase DDE domain,2.3
10930,IS66 C-terminal element,zinc-finger binding domain of transposase IS66,2.4
1217,DNA binding domain of tn916 integrase,Phage integrase family,2.89
4264,HipA N-terminal domain,Radical SAM superfamily,3.04
4265,HipA-like C-terminal domain,Radical SAM superfamily,3.04
4639,"BRO family, N-terminal domain",Phage regulatory protein Rha (Phage_pRha),2.2
6036,Transposase,Transposase C of IS166 homeodomain,2.56
7293,Antitoxin Xre-like helix-turn-helix domain,HTH domain found in ParB protein,3.0
14346,CRISPR-associated protein (Cas_Cas02710),RNA 3'-terminal phosphate cyclase,2.3
14345,CRISPR-associated protein (Cas_Cas02710),"RNA 3'-terminal phosphate cyclase (RTC), insert domain",2.3
3516,HAMP domain,His Kinase A (phospho-acceptor) domain,4.91
2096,LPXTG cell wall anchor motif,RHS Repeat,3.0
15412,Ankyrin repeats (many copies),Ion channel,2.56
1179,"Sigma-70, region 4",Uncharacterized protein conserved in bacteria (DUF2179),2.94
226,BspA type Leucine rich repeat region (6 copies),S-layer homology domain,4.01
6878,D5 N terminal like,Lrp/AsnC ligand binding domain,2.77
605,Helix-hairpin-helix motif,Jag N-terminus,3.04
5116,"Mu transposase, C-terminal",Probable transposase,3.0
4134,Domain of unknown function (DUF1887),Haloacid dehalogenase-like hydrolase,2.4
4010,"Bacterial regulatory proteins, lacI family",Spermidine synthase tetramerisation domain,2.4
4008,"Bacterial regulatory proteins, lacI family",Spermine/spermidine synthase domain,2.4
6548,"CRISPR-associated nuclease/helicase Cas3, I-F/YPEST, Cas2 domain",DEAD/DEAH box helicase,3.76
4428,OmpA family,Y_Y_Y domain,2.89
3617,"Copper binding proteins, plastocyanin/azurin family",Secretion system C-terminal sorting domain,3.04
4002,Periplasmic binding protein-like domain,Spermine/spermidine synthase domain,2.3
4004,Periplasmic binding protein-like domain,Spermidine synthase tetramerisation domain,2.3
4096,Excalibur calcium-binding domain,Putative cell wall binding repeat,2.83
10156,Cation efflux family,Dimerisation domain of Zinc Transporter,2.4
5501,Histidine kinase,TPR repeat,3.37
1376,BspA type Leucine rich repeat region (6 copies),Periplasmic copper-binding protein (NosD),3.33
1175,Sigma-70 region 2,Uncharacterized protein conserved in bacteria (DUF2179),2.94
10676,Protein of unknown function (DUF805),zinc-ribbon domain,2.2
2202,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",Prealbumin-like fold domain,2.83
3063,Cna protein B-type domain,Spy0128-like isopeptide containing domain,2.89
2534,AAA domain,"CDC6, C terminal winged helix domain",3.33
3610,"Mycoplasma protein of unknown function, DUF285",Passenger-associated-transport-repeat,3.04
2102,Domain of unknown function (DUF4131),FtsX-like permease family,2.64
2103,Competence protein,FtsX-like permease family,2.64
5579,"BRO family, N-terminal domain",P22_AR N-terminal domain,2.08
5115,"Mu transposase, C-terminal",Putative transposase DNA-binding domain,3.0
2275,F5/8 type C domain,FIVAR domain,3.04
13878,CHU_C Type IX secretion signal domain,PKD-like domain,2.89
2260,Atrophied bacterial Ig domain,FIVAR domain,2.94
12511,"Group II intron, maturase-specific domain",Helicase C-terminal domain,2.56
15252,KilA-N domain,Phage regulatory protein Rha (Phage_pRha),1.95
7292,Antitoxin Xre-like helix-turn-helix domain,ParB/Sulfiredoxin domain,3.04
1160,Helix-turn-helix,Peptidase S24-like,2.94
2196,Hexapeptide repeat of succinyl-transferase,Maltose acetyltransferase,1.95
8904,Domain of unknown function (DUF1887),"RlmA, N-terminal",2.4
8011,"Schlafen, AlbA_2",TnsA-like endonuclease N terminal,2.64
8012,"Schlafen, AlbA_2",TnsA endonuclease C terminal,2.64
4267,4Fe-4S single cluster domain,Acetyltransferase (GNAT) domain,2.71
18057,Retrotransposon gag protein,gag-polypeptide of LTR copia-type,1.95
1324,Domain of unknown function (DUF4143),Reverse transcriptase (RNA-dependent DNA polymerase),3.56
4331,ATP-dependent RecD-like DNA helicase SH3 domain,Domain of unknown function (DUF4143),2.64
206,Bridge helix of CRISPR-associated endonuclease Cas9,PAM-interacting domain of CRISPR-associated endonuclease Cas9,4.58
4135,CRISPR-associated protein (Cas_Cas02710),Haloacid dehalogenase-like hydrolase,2.4
6134,Reverse transcriptase (RNA-dependent DNA polymerase),Zinc knuckle,3.04
10782,"KhpA/KhpB, KH domain","Protein adenylyltransferase SoFic-like, C-terminal domain",2.56
980,"Bacterial surface protein, Ig-like domain",Secretion system C-terminal sorting domain,3.09
15415,Ankyrin repeats (3 copies),Inward rectifier potassium channel C-terminal domain,2.4
5052,"Cas3, HD domain",WYL domain,4.25
6692,C-terminal repeat of topoisomerase,"DNA polymerase III, delta subunit",2.3
14487,G-rich domain on putative tyrosine kinase,Tn7-like transposition protein D,2.48
4103,Choline-binding repeat,Excalibur calcium-binding domain,2.83
3105,Dockerin type I domain,"Mycoplasma protein of unknown function, DUF285",3.37
643,Putative cell wall binding repeat,"WD domain, G-beta repeat",3.26
14486,G-rich domain on putative tyrosine kinase,TniQ,2.48
1227,"Phage integrase, N-terminal","Phage integrase, N-terminal SAM-like domain",3.04
285,Copper chaperone PCu(A)C,"Sigma-70, region 4",2.64
286,Predicted metal-binding integral membrane protein (DUF2182),"Sigma-70, region 4",2.64
279,Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain,Sigma-70 region 2,2.77
184,ATPase family associated with various cellular activities (AAA),"DNA polymerase III, delta subunit",2.77
8900,Domain of unknown function (DUF1887),Methyltransferase domain,2.4
2268,FIVAR domain,WD40-like Beta Propeller Repeat,3.14
8584,BspA type Leucine rich repeat region (6 copies),Passenger-associated-transport-repeat,3.3
514,Integrase core domain,Probable transposase,3.58
525,Possible hemagglutinin (DUF637),Prealbumin-like fold domain,2.64
8807,Ankyrin repeats (3 copies),CdaA N-terminal transmembrane domain,2.4
8808,Ankyrin repeats (3 copies),DisA bacterial checkpoint controller nucleotide-binding,2.4
14315,GYF domain 2,RDD family,1.95
1641,Outer membrane usher protein,TonB-dependent Receptor Plug Domain,2.4
3462,Leucine rich repeat,Right handed beta helix region,3.0
280,Copper chaperone PCu(A)C,Sigma-70 region 2,2.64
281,Predicted metal-binding integral membrane protein (DUF2182),Sigma-70 region 2,2.64
7580,CHASE domain,PAS fold,3.83
960,"Initiator Rep protein, WH2",Pullulanase N2 domain,2.94
962,"Alpha-1,6-glucosidases, pullulanase-type, C-terminal","Initiator Replication protein, WH1",2.94
963,"Initiator Replication protein, WH1",Pullulanase N2 domain,2.94
959,"Alpha-1,6-glucosidases, pullulanase-type, C-terminal","Initiator Rep protein, WH2",2.94
1783,Ppx/GppA phosphatase family,UvrD/REP helicase N-terminal domain,2.56
11573,Homeodomain-like domain,Integrase core domain,2.64
499,"Bacterial regulatory proteins, luxR family","Diguanylate cyclase, GGDEF domain",3.95
2415,Domain of unknown function DUF83,Reverse transcriptase (RNA-dependent DNA polymerase),3.26
1640,Carboxypeptidase regulatory-like domain,TonB-dependent Receptor Plug Domain,2.64
2304,Cna protein B-type domain,T-Q ester bond containing domain,2.71
3351,Domain of unknown function (DUF4143),MnmE helical domain,2.71
3804,HAMP domain,Histidine kinase,3.97
6182,"Bacterial regulatory proteins, lacI family","D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",2.48
6183,"Bacterial regulatory proteins, lacI family","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",2.48
2316,T-Q ester bond containing domain,von Willebrand factor type A domain,2.71
5240,"Bacterial regulatory proteins, gntR family",MgtE intracellular N domain,2.3
6484,GHMP kinases N terminal domain,"RlmA, N-terminal",2.2
6495,GHMP kinases C terminal,"RlmA, N-terminal",2.2
10776,Fic/DOC family N-terminal,R3H domain,2.56
1216,DNA binding domain of tn916 integrase,"Phage integrase, N-terminal SAM-like domain",2.77
151,Replication initiation and membrane attachment,Replication initiator protein A (RepA) N-terminus,2.08
893,AAA domain,CHC2 zinc finger,3.53
1229,Domain of unknown function (DUF6538),Phage integrase family,3.0
11428,"CDC6, C terminal winged helix domain",Helix-hairpin-helix motif,2.77
7153,Dehydroquinase class II,HipA N-terminal domain,2.2
7152,Dehydroquinase class II,HipA-like C-terminal domain,2.2
12150,Bacterial Ig domain,SprB repeat,3.14
3441,CHC2 zinc finger,D5 N terminal like,3.04
4182,Family of unknown function (DUF5906),Virulence-associated protein E-like domain,2.71
6375,Iron-sulfur cluster-binding domain,Radical SAM superfamily,2.4
6483,GHMP kinases N terminal domain,Methyltransferase domain,2.2
6494,GHMP kinases C terminal,Methyltransferase domain,2.2
9218,Rhomboid family,"Sigma-70, region 4",2.64
3981,Domain of unknown function (DUF4118),PAS fold,3.71
2391,K+ potassium transporter,Sigma-70 region 2,2.83
134,BspA type Leucine rich repeat region (6 copies),Fibronectin type III domain,3.64
1450,"Bacterial regulatory proteins, luxR family","Transcriptional regulatory protein, C terminal",3.14
601,Binding-protein-dependent transport system inner membrane component,R3H domain,2.71
5306,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Type IV pili methyl-accepting chemotaxis transducer N-term,3.76
5235,CBS domain,FCD domain,2.48
3085,Periplasmic binding proteins and sugar binding domain of LacI family,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",2.2
3086,Periplasmic binding proteins and sugar binding domain of LacI family,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",2.2
1352,CHC2 zinc finger,Primase C terminal 2 (PriCT-2),2.77
1389,Reverse transcriptase (RNA-dependent DNA polymerase),impB/mucB/samB family C-terminal domain,2.83
10934,IS66 C-terminal element,Transposase,2.48
9216,Rhomboid family,Sigma-70 region 2,2.64
6148,Integrase zinc binding domain,Zinc knuckle,2.56
13867,PKD-like domain,SprB repeat,2.71
149,Family of unknown function (DUF6017),Replication initiator protein A (RepA) N-terminus,2.2
661,Choline-binding repeat,Subtilase family,3.66
526,Hemagglutinin repeat,Prealbumin-like fold domain,2.64
1784,Histidinol dehydrogenase,UvrD/REP helicase N-terminal domain,2.4
10158,Dimerisation domain of Zinc Transporter,HAMP domain,3.0
10152,Cation efflux family,HAMP domain,3.0
5628,"Oxidoreductase family, C-terminal alpha/beta domain","Oxidoreductase family, NAD-binding Rossmann fold",2.2
2089,LPXTG cell wall anchor motif,Spy0128-like isopeptide containing domain,2.94
11530,Pilin (bacterial filament),Secretin N-terminal domain,1.95
4530,"Bifunctional DNA primase/polymerase, N-terminal",D5 N terminal like,3.0
1387,Reverse transcriptase (RNA-dependent DNA polymerase),impB/mucB/samB family,2.83
2730,ABC transporter,ABC transporter transmembrane region,2.94
7190,GTP-binding protein TrmE N-terminus,RsgA N-terminal domain,2.08
7191,GTP-binding protein TrmE N-terminus,RsgA GTPase,2.08
4330,AAA domain,ATP-dependent RecD-like DNA helicase SH3 domain,2.89
11382,TnsA endonuclease C terminal,TnsA-like endonuclease N terminal,2.56
11704,DnaJ domain,Domain of unknown function (DUF222),1.79
131,BspA type Leucine rich repeat region (6 copies),Dockerin type I domain,3.66
14915,Peptidase S24-like,Protein of unknown function (DUF2442),2.08
14909,Domain of unknown function (DUF4160),Peptidase S24-like,2.08
1855,CRISPR-associated endoribonuclease Cas6,Cas6 N-terminal domain,2.4
971,Fibronectin type III domain,Secretion system C-terminal sorting domain,3.47
1632,Secretin and TonB N terminus short domain,TonB-dependent Receptor Plug Domain,2.3
3439,D5 N terminal like,"DNA primase catalytic core, N-terminal domain",2.89
3623,FG-GAP-like repeat,Secretion system C-terminal sorting domain,3.14
6333,Carboxypeptidase regulatory-like domain,TonB dependent receptor,2.56
750,"Initiator Replication protein, WH1","Penicillin-binding protein 5, C-terminal domain",3.18
748,"Initiator Rep protein, WH2","Penicillin-binding protein 5, C-terminal domain",3.18
655,N-acetylmuramoyl-L-alanine amidase,Putative cell wall binding repeat,3.4
2703,DnaB-like helicase C terminal domain,UvrD/REP helicase N-terminal domain,3.0
4184,D5 N terminal like,Virulence-associated protein E-like domain,2.64
1781,UvrD/REP helicase N-terminal domain,XPG N-terminal domain,2.4
1782,UvrD/REP helicase N-terminal domain,XPG I-region,2.4
8810,FIVAR domain,O-Glycosyl hydrolase family 30,2.71
4188,ATP-dependent RecD-like DNA helicase SH3 domain,UvrD-like helicase C-terminal domain,2.71
8786,GAG-pre-integrase domain,Integrase zinc binding domain,2.3
2112,Competence protein,MacB-like periplasmic core domain,2.48
2111,Domain of unknown function (DUF4131),MacB-like periplasmic core domain,2.48
8260,Bacterial Ig domain,YSIRK type signal peptide,2.71
