,Label1,Label2,Count
392,BspA type Leucine rich repeat region (6 copies),Listeria-Bacteroides repeat domain (List_Bact_rpt),42
393,BspA type Leucine rich repeat region (6 copies),Repeat of unknown function (DUF5648),3
394,BspA type Leucine rich repeat region (6 copies),Domain of unknown function (DUF4347),6
395,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","Transcriptional regulatory protein, C terminal",35
396,"Bacterial regulatory proteins, luxR family","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",39
397,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",haloacid dehalogenase-like hydrolase,18
398,E1-E2 ATPase,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",20
399,Heavy-metal-associated domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",4
400,HD domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",17
401,"Diguanylate cyclase, GGDEF domain","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",301
402,His Kinase A (phospho-acceptor) domain,"Transcriptional regulatory protein, C terminal",24
403,"Bacterial regulatory proteins, luxR family",His Kinase A (phospho-acceptor) domain,31
404,His Kinase A (phospho-acceptor) domain,haloacid dehalogenase-like hydrolase,15
405,E1-E2 ATPase,His Kinase A (phospho-acceptor) domain,15
406,Heavy-metal-associated domain,His Kinase A (phospho-acceptor) domain,4
407,HD domain,His Kinase A (phospho-acceptor) domain,11
408,"Diguanylate cyclase, GGDEF domain",His Kinase A (phospho-acceptor) domain,213
409,Response regulator receiver domain,"Transcriptional regulatory protein, C terminal",58
410,Response regulator receiver domain,Response regulator receiver domain,253
411,"Bacterial regulatory proteins, luxR family",Response regulator receiver domain,85
412,Response regulator receiver domain,haloacid dehalogenase-like hydrolase,30
413,E1-E2 ATPase,Response regulator receiver domain,30
414,Heavy-metal-associated domain,Response regulator receiver domain,17
415,HD domain,Response regulator receiver domain,23
416,"Diguanylate cyclase, GGDEF domain",Response regulator receiver domain,349
417,KorB domain,KorB domain,8
418,KorB C-terminal beta-barrel domain,KorB domain,7
419,KorB domain,ParB/Sulfiredoxin domain,85
420,KorB C-terminal beta-barrel domain,ParB/Sulfiredoxin domain,11
421,ParB/Sulfiredoxin domain,ParB/Sulfiredoxin domain,535
422,KorB C-terminal beta-barrel domain,KorB C-terminal beta-barrel domain,2
423,CRISPR-Cas9 PI domain,RuvC endonuclease subdomain 3,341
424,CRISPR-Cas9 WED domain,RuvC endonuclease subdomain 3,378
425,CRISPR-Cas9 PI domain,HNH endonuclease,435
426,CRISPR-Cas9 WED domain,HNH endonuclease,472
427,"Initiator Rep protein, WH2","Initiator Replication protein, WH1",1980
428,"Initiator Rep protein, WH2","Initiator Rep protein, WH2",990
429,"Initiator Replication protein, WH1","Initiator Replication protein, WH1",990
430,Endonuclease-reverse transcriptase,Transposase,1
431,Endonuclease-reverse transcriptase,Transposase IS116/IS110/IS902 family,1
432,ABC transporter transmembrane region,Endonuclease-reverse transcriptase,2
433,Endonuclease-reverse transcriptase,Transglycosylase,2
434,ABC transporter,Endonuclease-reverse transcriptase,2
435,Endonuclease-reverse transcriptase,Helix-turn-helix domain,2
436,Endonuclease-reverse transcriptase,Putative transposase DNA-binding domain,2
437,Reverse transcriptase (RNA-dependent DNA polymerase),Transposase,23
438,Reverse transcriptase (RNA-dependent DNA polymerase),Transposase IS116/IS110/IS902 family,19
439,ABC transporter transmembrane region,Reverse transcriptase (RNA-dependent DNA polymerase),4
440,Reverse transcriptase (RNA-dependent DNA polymerase),Transglycosylase,2
441,ABC transporter,Reverse transcriptase (RNA-dependent DNA polymerase),4
442,Helix-turn-helix domain,Reverse transcriptase (RNA-dependent DNA polymerase),16
443,Putative transposase DNA-binding domain,Reverse transcriptase (RNA-dependent DNA polymerase),21
444,Histidine kinase,Recombinase,26
445,Archaeal 4TM region of histidine kinase,Recombinase,2
446,HAMP domain,Recombinase,26
447,Recombinase,Type IV pili methyl-accepting chemotaxis transducer N-term,8
448,Histidine kinase,Recombinase zinc beta ribbon domain,16
449,Archaeal 4TM region of histidine kinase,Recombinase zinc beta ribbon domain,2
450,HAMP domain,Recombinase zinc beta ribbon domain,16
451,Recombinase zinc beta ribbon domain,Type IV pili methyl-accepting chemotaxis transducer N-term,4
452,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,Prokaryotic N-terminal methylation motif,4
453,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,Pilin (bacterial filament),4
454,CHAP domain,Prokaryotic N-terminal methylation motif,2
455,CHAP domain,Pilin (bacterial filament),2
456,Cas9 C-terminal domain,Cas9 C-terminal domain,54
457,Cas9 C-terminal domain,RuvC endonuclease subdomain 3,250
458,Cas9 C-terminal domain,Topo homolgy domain in CRISPR-associated endonuclease Cas9,108
459,CRISPR-associated endonuclease Cas9 beta-hairpin domain,Cas9 C-terminal domain,108
460,Cas9 C-terminal domain,HNH endonuclease,290
461,Cas9 C-terminal domain,Cas9 alpha-helical lobe domain,61
462,Cas9 C-terminal domain,RRXRR protein,33
463,RuvC endonuclease subdomain 3,Topo homolgy domain in CRISPR-associated endonuclease Cas9,250
464,Topo homolgy domain in CRISPR-associated endonuclease Cas9,Topo homolgy domain in CRISPR-associated endonuclease Cas9,54
465,CRISPR-associated endonuclease Cas9 beta-hairpin domain,Topo homolgy domain in CRISPR-associated endonuclease Cas9,108
466,HNH endonuclease,Topo homolgy domain in CRISPR-associated endonuclease Cas9,290
467,Cas9 alpha-helical lobe domain,Topo homolgy domain in CRISPR-associated endonuclease Cas9,61
468,RRXRR protein,Topo homolgy domain in CRISPR-associated endonuclease Cas9,33
469,CRISPR-associated endonuclease Cas9 beta-hairpin domain,RuvC endonuclease subdomain 3,250
470,RRXRR protein,RuvC endonuclease subdomain 3,110
471,CRISPR-associated endonuclease Cas9 beta-hairpin domain,CRISPR-associated endonuclease Cas9 beta-hairpin domain,54
472,CRISPR-associated endonuclease Cas9 beta-hairpin domain,HNH endonuclease,290
473,CRISPR-associated endonuclease Cas9 beta-hairpin domain,Cas9 alpha-helical lobe domain,61
474,CRISPR-associated endonuclease Cas9 beta-hairpin domain,RRXRR protein,33
475,Cas9 alpha-helical lobe domain,Cas9 alpha-helical lobe domain,312
476,Cas9 alpha-helical lobe domain,RRXRR protein,25
477,HNH endonuclease,RRXRR protein,181
478,Hypothetical glycosyl hydrolase family 13,Pirin,2
479,Hypothetical glycosyl hydrolase family 13,Pirin C-terminal cupin domain,2
480,Helix-turn-helix domain,Pirin,2
481,Helix-turn-helix domain,Pirin C-terminal cupin domain,2
482,"FecR, C-terminal",N-acetylmuramoyl-L-alanine amidase,2
483,Bacterial type II and III secretion system protein,N-acetylmuramoyl-L-alanine amidase,2
484,Bacterial type II/III secretion system short domain,N-acetylmuramoyl-L-alanine amidase,2
485,CHAP domain,"FecR, C-terminal",2
486,Bacterial type II and III secretion system protein,CHAP domain,2
487,Bacterial type II/III secretion system short domain,CHAP domain,2
488,Helix-turn-helix domain,Response regulator receiver domain,53
489,GyrI-like small molecule binding domain,Response regulator receiver domain,9
490,MerR HTH family regulatory protein,Response regulator receiver domain,9
491,IrrE N-terminal-like domain,Response regulator receiver domain,27
492,Helix-turn-helix,Response regulator receiver domain,29
493,EAL domain,Response regulator receiver domain,203
494,"Bacterial regulatory proteins, luxR family",Helix-turn-helix domain,22
495,"Bacterial regulatory proteins, luxR family",GyrI-like small molecule binding domain,4
496,"Bacterial regulatory proteins, luxR family",MerR HTH family regulatory protein,4
497,"Bacterial regulatory proteins, luxR family",IrrE N-terminal-like domain,12
498,"Bacterial regulatory proteins, luxR family",Helix-turn-helix,12
499,"Bacterial regulatory proteins, luxR family","Diguanylate cyclase, GGDEF domain",51
500,"Bacterial regulatory proteins, luxR family",EAL domain,36
501,CRISPR-Cas9 WED domain,RuvC nuclease domain,10
502,CRISPR-Cas9 PI domain,RuvC nuclease domain,10
503,RuvC endonuclease subdomain 3,RuvC nuclease domain,13
504,CRISPR-Cas9 WED domain,Nuclease domain,10
505,CRISPR-Cas9 PI domain,Nuclease domain,10
506,Nuclease domain,RuvC endonuclease subdomain 3,13
507,HTH-like domain,Putative transposase DNA-binding domain,5
508,HTH-like domain,Probable transposase,5
509,HTH-like domain,Integrase core domain,42
510,HTH-like domain,HTH-like domain,20
511,HTH-like domain,Reverse transcriptase (RNA-dependent DNA polymerase),7
512,HTH-like domain,Retroviral aspartyl protease,7
513,Integrase core domain,Putative transposase DNA-binding domain,40
514,Integrase core domain,Probable transposase,35
515,Integrase core domain,Integrase core domain,81
516,Integrase core domain,Reverse transcriptase (RNA-dependent DNA polymerase),48
517,Integrase core domain,Retroviral aspartyl protease,8
518,Prealbumin-like fold domain,Spy0128-like isopeptide containing domain,40
519,Domain of unknown function (DUF5979),Prealbumin-like fold domain,7
520,Prealbumin-like fold domain,Prealbumin-like fold domain,49
521,LPXTG cell wall anchor motif,Prealbumin-like fold domain,48
522,Divergent InlB B-repeat domain,Prealbumin-like fold domain,10
523,Listeria-Bacteroides repeat domain (List_Bact_rpt),Prealbumin-like fold domain,15
524,F5/8 type C domain,Prealbumin-like fold domain,6
525,Possible hemagglutinin (DUF637),Prealbumin-like fold domain,13
526,Hemagglutinin repeat,Prealbumin-like fold domain,13
527,BspA type Leucine rich repeat region (6 copies),Prealbumin-like fold domain,12
528,Bacterial Ig domain,Spy0128-like isopeptide containing domain,9
529,Bacterial Ig domain,Domain of unknown function (DUF5979),2
530,Bacterial Ig domain,Prealbumin-like fold domain,33
531,Bacterial Ig domain,LPXTG cell wall anchor motif,12
532,Bacterial Ig domain,Divergent InlB B-repeat domain,20
533,Bacterial Ig domain,Listeria-Bacteroides repeat domain (List_Bact_rpt),20
534,Bacterial Ig domain,F5/8 type C domain,2
535,Bacterial Ig domain,Possible hemagglutinin (DUF637),4
536,Bacterial Ig domain,Hemagglutinin repeat,4
537,Bacterial Ig domain,BspA type Leucine rich repeat region (6 copies),38
538,Collagen binding domain,Spy0128-like isopeptide containing domain,6
539,Collagen binding domain,Domain of unknown function (DUF5979),2
540,Collagen binding domain,Prealbumin-like fold domain,17
541,Collagen binding domain,LPXTG cell wall anchor motif,10
542,Collagen binding domain,Divergent InlB B-repeat domain,2
543,Collagen binding domain,Listeria-Bacteroides repeat domain (List_Bact_rpt),2
544,Collagen binding domain,F5/8 type C domain,2
545,Collagen binding domain,Possible hemagglutinin (DUF637),4
546,Collagen binding domain,Hemagglutinin repeat,4
547,BspA type Leucine rich repeat region (6 copies),Collagen binding domain,2
548,Phage integrase SAM-like domain,Phage integrase family,210
549,Phage integrase SAM-like domain,"Phage integrase, N-terminal SAM-like domain",164
550,Phage integrase SAM-like domain,Phage integrase SAM-like domain,18
551,Arm DNA-binding domain,Phage integrase SAM-like domain,98
552,Phage integrase family,Phage integrase family,796
553,Phage integrase family,"Phage integrase, N-terminal SAM-like domain",1382
554,Arm DNA-binding domain,Phage integrase family,452
555,ATP-dependent protease La (LON) substrate-binding domain,Cytidylyltransferase-like,2
556,ATP-dependent protease La (LON) substrate-binding domain,Reverse transcriptase-like,2
557,Cytidylyltransferase-like,Lon protease (S16) C-terminal proteolytic domain,2
558,Lon protease (S16) C-terminal proteolytic domain,Reverse transcriptase-like,2
559,ATPase family associated with various cellular activities (AAA),Cytidylyltransferase-like,2
560,ATPase family associated with various cellular activities (AAA),Reverse transcriptase-like,2
561,"CRISPR-associated endonuclease Cas9, C-terminal domain",HNH endonuclease,81
562,"CRISPR-associated endonuclease Cas9, C-terminal domain",PAM-interacting domain of CRISPR-associated endonuclease Cas9,34
563,CRISPR-Cas9 WED domain,PAM-interacting domain of CRISPR-associated endonuclease Cas9,63
564,CRISPR-Cas9 PI domain,PAM-interacting domain of CRISPR-associated endonuclease Cas9,63
565,"CRISPR-associated endonuclease Cas9, C-terminal domain",REC lobe of CRISPR-associated endonuclease Cas9,16
566,CRISPR-Cas9 WED domain,REC lobe of CRISPR-associated endonuclease Cas9,47
567,CRISPR-Cas9 PI domain,REC lobe of CRISPR-associated endonuclease Cas9,45
568,"Galactose-1-phosphate uridyl transferase, C-terminal domain",NUDIX domain,5
569,"Galactose-1-phosphate uridyl transferase, C-terminal domain",NADH pyrophosphatase-like rudimentary NUDIX domain,2
570,"DNA polymerase III beta subunit, central domain","Galactose-1-phosphate uridyl transferase, C-terminal domain",6
571,"DNA polymerase III beta subunit, C-terminal domain","Galactose-1-phosphate uridyl transferase, C-terminal domain",6
572,"DNA polymerase III beta subunit, N-terminal domain","Galactose-1-phosphate uridyl transferase, C-terminal domain",2
573,"Galactose-1-phosphate uridyl transferase, C-terminal domain",Nudix N-terminal,2
574,"Galactose-1-phosphate uridyl transferase, N-terminal domain",NUDIX domain,5
575,"Galactose-1-phosphate uridyl transferase, N-terminal domain",NADH pyrophosphatase-like rudimentary NUDIX domain,2
576,"DNA polymerase III beta subunit, central domain","Galactose-1-phosphate uridyl transferase, N-terminal domain",6
577,"DNA polymerase III beta subunit, C-terminal domain","Galactose-1-phosphate uridyl transferase, N-terminal domain",6
578,"DNA polymerase III beta subunit, N-terminal domain","Galactose-1-phosphate uridyl transferase, N-terminal domain",2
579,"Galactose-1-phosphate uridyl transferase, N-terminal domain",Nudix N-terminal,2
580,CRISPR-Cas9 PI domain,Cas9 C-terminal domain,6
581,CRISPR-Cas9 WED domain,Cas9 C-terminal domain,6
582,CRISPR-Cas9 PI domain,Topo homolgy domain in CRISPR-associated endonuclease Cas9,6
583,CRISPR-Cas9 WED domain,Topo homolgy domain in CRISPR-associated endonuclease Cas9,6
584,CRISPR-Cas9 PI domain,CRISPR-associated endonuclease Cas9 beta-hairpin domain,6
585,CRISPR-Cas9 WED domain,CRISPR-associated endonuclease Cas9 beta-hairpin domain,6
586,"KhpA/KhpB, KH domain","KhpA/KhpB, KH domain",56
587,"KhpA/KhpB, KH domain",R3H domain,128
588,Helix-hairpin-helix motif,"KhpA/KhpB, KH domain",24
589,HhH-GPD superfamily base excision DNA repair protein,"KhpA/KhpB, KH domain",26
590,Jag N-terminus,"KhpA/KhpB, KH domain",90
591,ABC transporter,"KhpA/KhpB, KH domain",70
592,Binding-protein-dependent transport system inner membrane component,"KhpA/KhpB, KH domain",12
593,ABC transporter transmembrane region,"KhpA/KhpB, KH domain",56
594,Fic/DOC family,"KhpA/KhpB, KH domain",24
595,"KhpA/KhpB, KH domain",MarR family,10
596,R3H domain,R3H domain,72
597,Helix-hairpin-helix motif,R3H domain,28
598,HhH-GPD superfamily base excision DNA repair protein,R3H domain,30
599,Jag N-terminus,R3H domain,104
600,ABC transporter,R3H domain,82
601,Binding-protein-dependent transport system inner membrane component,R3H domain,14
602,ABC transporter transmembrane region,R3H domain,66
603,Fic/DOC family,R3H domain,24
604,MarR family,R3H domain,12
605,Helix-hairpin-helix motif,Jag N-terminus,20
606,HhH-GPD superfamily base excision DNA repair protein,Jag N-terminus,20
607,Jag N-terminus,Jag N-terminus,37
608,ABC transporter,Jag N-terminus,53
